randomisationGroup,pool,groupTotalMessages,groupMicroDialogs,poolVariants,microDialog,folderPath,order,nodeUid,type,comment,resultVariable,answerType,channel,containsRules,isCommand,triggerExprs,en-GB,ro-RO
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),1,md-058#001,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Warning! ⚠️ Today’s air quality isn’t great—allergens are high. Take extra care if you’re heading outside! 🌬️🚨 Check the air quality report for more details.,Atenție! ⚠️ Astăzi calitatea aerului nu e grozavă – sunt mulți alergeni. Ai grijă și mai mare dacă ieși afară! 🌬️🚨 Verifică raportul pentru mai multe detalii.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),2,md-058#002,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Heads up! 🌫️ The air today has high levels of allergens. It might be best to limit outdoor activities! 🏡⚠️ Take a look at the air quality report for the latest info.,Hei! 🌫️ Aerul conține azi mulți alergeni. Poate ar fi mai bine să limitezi activitățile în aer liber 🏡⚠️ Vezi raportul cu cele mai recente informații.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),3,md-058#003,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Alert! 🚨 The air quality today isn’t looking good—allergens are above normal. Take precautions! 🌿💨 Check out the current air quality report for details.,Alertă! 🚨 Calitatea aerului nu este prea bună azi – alergenii depășesc normalul. Fii atent! 🌿💨 Uită-te la raportul actual ca să fii informat.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),4,md-058#004,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,"Be careful! ⚠️ Allergens are high today. Make sure to stay safe, especially if you’re outside! 🌬️🏞️ Don’t forget to review today’s air quality report.",Fii cu ochii pe aer! ⚠️ Sunt mulți alergeni în aer azi. Ai grijă mai ales dacă ieși afară! 🌬️🏞️ Nu uita să verifici raportul de calitate a aerului.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),5,md-058#005,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,"Today’s air quality warning! ⚡ Allergens are elevated, so it’s a good idea to limit outdoor time. 🌪️🌿 Check the air quality report for more details!","Avertisment pentru calitatea aerului de azi! ⚡ Alergenii sunt în cantitate mare, așa că evită să petreci prea mult timp afară. 🌪️🌿 Consultă raportul pentru detalii."
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),6,md-058#006,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Watch out! ⚠️ The air quality is poor today with high levels of allergens. Try to stay indoors if you can! 🏡🌬️ See the full air quality report for the latest updates.,"Atenție! ⚠️ Calitatea aerului e slabă azi, cu mulți alergeni. Dacă poți, stai în casă! 🏡🌬️ Vezi raportul complet pentru ultimele noutăți."
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),7,md-058#007,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Important! 🚦 The air has higher-than-usual allergens today. Take it easy and be cautious outside! 🌿🚧 Don’t forget to check the air quality report.,Important! 🚦 Azi sunt în aer mai mulți alergeni decât de obicei. Ai grijă când ești afară! 🌿🚧 Nu uita să verifici raportul despre calitatea aerului.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),8,md-058#008,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Air quality alert! ⚠️ Allergens are higher than normal today—take precautions if you go out! 🌬️💨 Check out the current air quality report for more info.,Alertă aer! ⚠️ Alergenii sunt mai mulți decât normal azi – ia măsuri dacă trebuie să ieși! 🌬️💨 Verifică raportul actual pentru detalii.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),9,md-058#009,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Warning! 🚨 The air today has high levels of allergens. It’s best to stay indoors! 🌍💨🌿 Take a look at the air quality report for full details.,Atenție! 🚨 Aerul conține azi niveluri ridicate de alergeni. E mai bine să stai în casă! 🌍💨🌿 Consultă raportul complet pentru toate detaliile.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of allergens,30,3,10,Extreme levels of allergens,Information about local air quality (pollutants and allergens),10,md-058#010,message,Sent as push notification; To be shown only if data indicates extremely high levels of air allergens AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Heads up! ⚠️ Allergens are up today—watch out and take extra care when going outside! 🏞️🌬️ Be sure to review today’s air quality report.,Fii atent! ⚠️ Alergenii cresc azi – fii mai precaut când ieși afară! 🏞️🌬️ Nu uita să verifici raportul de azi despre calitatea aerului.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),1,md-059#001,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Warning! ⚠️ Today’s air quality isn’t great—pollutants are high. Take extra care if you’re heading outside! 🌬️🚨 Check the air quality report for more details.,Atenție! ⚠️ Calitatea aerului este astăzi scăzută – nivelul poluanților este ridicat. Fii precaut dacă plănuiești să ieși afară! 🌬️🚨 Consultă raportul privind calitatea aerului pentru detalii suplimentare.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),2,md-059#002,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Heads up! 🌫️ The air today has high levels of pollutants. It might be best to limit outdoor activities! 🏡⚠️ Take a look at the air quality report for the latest info.,Atenție! 🌫️ Astăzi aerul conține mulți poluanți. Ar fi indicat să reduci timpul petrecut în aer liber! 🏡⚠️ Vezi raportul pentru cele mai recente informații.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),3,md-059#003,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Alert! 🚨 The air quality today isn’t looking good—pollutants are above normal. Take precautions! 🌿💨 Check out the current air quality report for details.,Alertă! 🚨 Calitatea aerului de azi nu este bună – poluanții depășesc valorile normale. Ia măsuri de precauție! 🌿💨 Consultă raportul actual pentru mai multe detalii.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),4,md-059#004,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,"Be careful! ⚠️ Pollutants are high today. Make sure to stay safe, especially if you’re outside! 🌬️🏞️ Don’t forget to review today’s air quality report.","Fii atent! ⚠️ Nivelul poluanților este ridicat astăzi. Ai grijă, mai ales dacă ești în aer liber! 🌬️🏞️ Nu uita să verifici raportul zilnic privind calitatea aerului."
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),5,md-059#005,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,"Today’s air quality warning! ⚡ Pollutants are elevated, so it’s a good idea to limit outdoor time. 🌪️🌿 Check the air quality report for more details!","Avertisment privind calitatea aerului! ⚡ Poluanții sunt într-o cantitate mare azi, așa că încearcă să petreci mai puțin timp în aer liber. 🌪️🌿 Consultă raportul pentru informații complete."
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),6,md-059#006,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Watch out! ⚠️ The air quality is poor today with high levels of pollutants. Try to stay indoors if you can! 🏡🌬️ See the full air quality report for the latest updates.,"Atenție! ⚠️ Aerul este astăzi poluat și calitatea este slabă. Dacă poți, rămâi în casă! 🏡🌬️ Verifică raportul complet pentru ultimele noutăți."
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),7,md-059#007,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Important! 🚦 The air has higher-than-usual pollutants today. Take it easy and be cautious outside! 🌿🚧 Don’t forget to check the air quality report.,Important! 🚦 Azi în aer sunt mai mulți poluanți decât de obicei. Fii precaut și ai grijă când ești afară! 🌿🚧 Nu uita să consulți raportul despre calitatea aerului.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),8,md-059#008,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Air quality alert! ⚠️ Pollutants are higher than normal today—take precautions if you go out! 🌬️💨 Check out the current air quality report for more info.,Alertă! ⚠️ Poluanții sunt mai mulți decât în mod obișnuit astăzi – ia măsuri dacă trebuie să ieși afară! 🌬️💨 Vezi raportul actual pentru detalii suplimentare.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),9,md-059#009,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Warning! 🚨 The air today has high levels of pollutants. It’s best to stay indoors! 🌍💨🌿 Take a look at the air quality report for full details.,Avertisment! 🚨 Aerul de azi conține niveluri ridicate de poluanți. Cel mai bine e să stai în casă! 🌍💨🌿 Consultă raportul pentru informații complete.
r_InvitationToLookAtAirPollutionAndAllergenConcentration,r_InvitationToLookAtAirPollutionAndAllergenConcentration @ Extreme levels of air pollutants,30,3,10,Extreme levels of air pollutants,Information about local air quality (pollutants and allergens),10,md-059#010,message,Sent as push notification; To be shown only if data indicates extremely high levels of air pollutants AND if $startPoringOverCurrentAirPollutionReport=0,$startPoringOverCurrentAirPollutionReport,select one,👤 App/partner message to participant,0,no,,Heads up! ⚠️ Pollutants are up today—watch out and take extra care when going outside! 🏞️🌬️ Be sure to review today’s air quality report.,Fii vigilent! ⚠️ Poluanții cresc astăzi – fii atent și adoptă prudență când ieși afară! 🏞️🌬️ Nu uita să verifici raportul zilnic privind calitatea aerului.
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,2,md-060#002,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,Great job exploring that asthma content! 🎉 Ready for a quick quiz to check what you learned? 🧠📚,Minunat că ai explorat acest conținut despre astm! 🎉 Ești pregătit pentru un test scurt ca să vezi cât ai reținut? 🧠📚
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,3,md-060#003,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,You’re doing awesome! 🌟 How about answering a few questions to see if you’ve mastered the info? 📝💡,Te descurci grozav! 🌟 Ce-ai zice să răspunzi la câteva întrebări și să vezi cât de bine ai însușit informațiile? 📝💡
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,4,md-060#004,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"Way to go! 👏 Now, let’s see what you remember with a fun quiz! Ready to test your knowledge? 🎯🧠",Foarte bine! 👏 Acum hai să verificăm cât de multe ți-ai amintit cu un test amuzant! Ești gata să-ți testezi cunoștințele? 🎯🧠
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,5,md-060#005,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,Nice work diving into that content! 🎬 Let’s take a short quiz to see how much you’ve learned. You got this! 💪📖,"Bine ai făcut, că te-ai aprofundat în acest conținut! 🎬 Hai să facem un test rapid ca să vedem ce ai învățat. Te-ai descurcat excelent! 💪📖"
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,6,md-060#006,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,Awesome! 🌈 Let’s do a quick check to make sure you’ve caught all the important asthma facts. Are you in? 📝🧠,Super! 🌈 Hai să facem o verificare rapidă ca să ne asigurăm că ai reținut toate detaliile importante despre astm. Ești de acord? 📝🧠
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,7,md-060#007,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"You crushed that learning session! 🚀 Now, let’s see if you can ace a few questions about what you learned. 🎯🎓",Ai făcut o treabă excelentă în această sesiune! 🚀 Acum să vedem dacă poți răspunde la câteva întrebări despre ce ai învățat. 🎯🎓
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,8,md-060#008,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,Good job! 👏 Want to test how well you understood the key points with a quick quiz? It’ll be fun! 🎉💡,Felicitări! 👏 Vrei să testezi cât de bine ai înțeles punctele esențiale cu un test rapid? Va fi distractiv! 🎉💡
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,9,md-060#009,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,High-five for finishing the content! 🙌 Ready to take a quick knowledge check and show what you know? 📝🌟,Bravo pentru completarea materialului! 🙌 Ești pregătit să faci o verificare rapidă și să arăți ce știi? 📝🌟
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,10,md-060#010,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,You did great! 🌟 Let’s take a couple of minutes to review what you learned with a short quiz. You’re on fire! 🔥💪,Te-ai descurcat foarte bine! 🌟 Hai să recapitulăm rapid printr-un test scurt. Ești în formă maximă! 🔥💪
r_PromptForHealthLiteracyQuiz_Stage1,r_PromptForHealthLiteracyQuiz_Stage1 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,11,md-060#011,message,To be shown after the patient has engaged with a certain educational content,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,You’re doing so well! 🎉 How about a fun quiz to make sure you’ve got all the asthma tips down? 🧠🎯,Ești foarte bine pregătit! 🎉 Ce zici de un test distractiv ca să vezi dacă ai înțeles toate sfaturile despre astm? 🧠🎯
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,12,md-060#012,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,You’re doing so well! 🎉 How about a fun quiz to make sure you’ve got all the asthma tips down? 🧠🎯,Ești foarte bine pregătit! 🎉 Ce zici de un test distractiv ca să vezi dacă ai înțeles toate sfaturile despre astm? 🧠🎯
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,13,md-060#013,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"Not feeling up for it right now? That’s okay! But remember, you’ll score reward points if you take the quiz now! 🏆💰","Nu te simți pregătit chiar acum? Nicio problemă! Totuși, nu uita: completarea testului îți aduce puncte de recompensă! 🏆💰"
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,14,md-060#014,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"It’s tempting to put it off, but the quiz is super short—and you’ll collect those reward points in no time! 🌟💎","E tentant să mai amâni puțin, dar testul e scurt și simplu – iar punctele de recompensă se adună imediat! 🌟💎"
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,15,md-060#015,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"Don’t worry, it’ll only take a few minutes! Plus, you’ll earn reward points as soon as you finish! 🎯💰",Nu îți face griji – durează doar câteva minute și primești puncte de recompensă pe loc! 🎯💰
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,16,md-060#016,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"Feel like postponing? That’s cool, but remember, your performance will be highest if you take the quiz immediately after you engaged with the educational material. And the reward points are waiting! 🏅💡","Preferi să răspunzi mai târziu? E în regulă! Dar amintește-ți că rezultatele sunt mai bune atunci când testul e făcut imediat după ce ai parcurs materialul. Și da, premiile te așteaptă! 🏅💡"
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,17,md-060#017,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,I get it—maybe later sounds better. But you’re so close to earning reward points! Why not give the quiz a shot? 🎉💎,Înțeleg perfect – poate că nu e momentul ideal. Dar ești atât de aproape de recompensă! De ce să nu încerci testul acum? 🎉💎
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,18,md-060#018,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"Don’t want to do it now? No problem! But just think, you’ll get awesome reward points if you take the quiz now! 🏆💰","Nu vrei să-l faci acum? Nicio problemă! Dar, între noi fie vorba, niște puncte grozave te așteaptă dacă începi chiar acum! 🏆💰"
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,19,md-060#019,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"I know you’re thinking of waiting, but the quiz is easy, and those reward points could be yours right now! 🚀💎","Te gândești să amâni? Ok, dar testul e ușor, și punctele de recompensă pot fi ale tale în câteva clipe! 🚀💎"
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,20,md-060#020,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"It’s totally fine if you want to wait, but if you take the quiz now, those reward points will be yours instantly! 🎯💰","E în ordine dacă vrei să mai aștepți. Totuși, completarea testului acum îți aduce puncte instantaneu! 🎯💰"
r_PromptForHealthLiteracyQuiz_Stage2,r_PromptForHealthLiteracyQuiz_Stage2 @ Prompt patient to answer health literacy questions,10,1,10,Prompt patient to answer health literacy questions,,21,md-060#021,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$readinessForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,"Postponing is okay, but remember, your performance will be highest if you take the quiz immediately after you engaged with the educational material. Wouldn’t it be great to earn reward points now? The quiz is completed in no time! 🏅💡","E firesc să mai amâni uneori, dar eficiența e mai mare când testezi cunoștințele imediat după învățare. În plus, punctele de recompensă nu așteaptă! Testul durează doar câteva minute! 🏅💡"
r_PostponeHealthLiteracyQuiz,r_PostponeHealthLiteracyQuiz @ Prompt patient to answer health literacy questions,2,1,2,Prompt patient to answer health literacy questions,,22,md-060#022,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$timeDelayForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,When would you like to be reminded again?,Când ai vrea să îți reamintim din nou?
r_PostponeHealthLiteracyQuiz,r_PostponeHealthLiteracyQuiz @ Prompt patient to answer health literacy questions,2,1,2,Prompt patient to answer health literacy questions,,23,md-060#023,message,To be shown only if $readinessForHealthLiteracyQuiz=0,$timeDelayForHealthLiteracyQuiz,select one,👤 App/partner message to participant,0,no,,What would be a good time for taking the quiz?,Când ar fi un moment potrivit pentru tine să răspunzi la chestionar?
r_InquireNewTimeForACQ,r_InquireNewTimeForACQ @ Prompt patient to answer health literacy questions,2,2,1,Prompt patient to answer health literacy questions,,24,md-060#024,message,To be shown if $timeDelayForHealthLiteracyQuiz=4,$newTimeForHealthLiteracyQuiz,time,👤 App/partner message to participant,0,no,,Regarding that quiz...,În legătură cu testul...
r_PromptForFAQs_Stage1,r_PromptForFAQs_Stage1 @ Inform the patient about the list of FAQs,10,1,10,Inform the patient about the list of FAQs,,2,md-061#002,message,To be shown during the first 2 weeks after enrollment and then every 3 months.,$readinessToLookAtFAQs,select one,👤 App/partner message to participant,0,no,,Got questions about asthma? 🤔 We’ve got answers! Check out the FAQ list for everything you need to know! 🌟💬,Ai  întrebări legate de astm? 🤔 Noi avem răspunsurile! Aruncă o privire peste întrebările frecvente și află tot ce trebuie să știi! 🌟💬
r_PromptForFAQs_Stage1,r_PromptForFAQs_Stage1 @ Inform the patient about the list of FAQs,10,1,10,Inform the patient about the list of FAQs,,3,md-061#003,message,To be shown during the first 2 weeks after enrollment and then every 3 months.,$readinessToLookAtFAQs,select one,👤 App/partner message to participant,0,no,,Curious about how asthma works or how to manage it? 🧐 Dive into our FAQs for quick and helpful answers! 📚💨,Te întrebi cum funcționează astmul sau cum îl poți trata mai bine? 🧐 Găsești răspunsuri rapide și clare în secțiunea noastră de întrebări frecvente! 📚💨
r_PromptForFAQs_Stage1,r_PromptForFAQs_Stage1 @ Inform the patient about the list of FAQs,10,1,10,Inform the patient about the list of FAQs,,4,md-061#004,message,To be shown during the first 2 weeks after enrollment and then every 3 months.,$readinessToLookAtFAQs,select one,👤 App/partner message to participant,0,no,,"Hey! 😊 If you’ve got questions about asthma treatments or managing it better, check out the FAQ list! It’s full of answers! 📝💡","Hei! 😊 Dacă vrei să afli mai multe despre tratamentele pentru astm sau cum să-l gestionezi mai ușor, nu rata lista noastră de întrebări frecvente – e plină de informații utile! 📝💡"
